Wanasari;Tabanan;Kelurahan
Abuan;Susut;Kelurahan
Apuan;Susut;Kelurahan
Demulih;Susut;Kelurahan
Pengiangan;Susut;Kelurahan
Penglumbaran;Susut;Kelurahan
Selat;Susut;Kelurahan
Sulahan;Susut;Kelurahan
Susut;Susut;Kelurahan
Tiga;Susut;Kelurahan
Batuan;Sukawati;Kelurahan
Batuan Kaler;Sukawati;Kelurahan
Batubulan;Sukawati;Kelurahan
Batubulan Kangin;Sukawati;Kelurahan
Celuk;Sukawati;Kelurahan
Guwang;Sukawati;Kelurahan
Kemenuh;Sukawati;Kelurahan
Ketewel;Sukawati;Kelurahan
Singapadu;Sukawati;Kelurahan
Singapadu Kaler;Sukawati;Kelurahan
Singapadu Tengah;Sukawati;Kelurahan
Sukawati;Sukawati;Kelurahan
Ambengan;Sukasada;Kelurahan
Gitgit;Sukasada;Kelurahan
Kayuputih;Sukasada;Kelurahan
Padangbulia;Sukasada;Kelurahan
Pancasari;Sukasada;Kelurahan
Panji;Sukasada;Kelurahan
Panji Anom;Sukasada;Kelurahan
Pegadungan;Sukasada;Kelurahan
Pegayaman;Sukasada;Kelurahan
Sambangan;Sukasada;Kelurahan
Selat;Sukasada;Kelurahan
Silangjana;Sukasada;Kelurahan
Sukasada;Sukasada;Kelurahan
Tegal Linggah (Tegalinggah);Sukasada;Kelurahan
Wanagiri;Sukasada;Kelurahan
Kertha Buana;Sidemen;Kelurahan
Lokasari;Sidemen;Kelurahan
Sangkan Gunung;Sidemen;Kelurahan
Sidemen;Sidemen;Kelurahan
Sindu Wati;Sidemen;Kelurahan
Talibeng;Sidemen;Kelurahan
Tangkup;Sidemen;Kelurahan
Telaga Tawang;Sidemen;Kelurahan
Tri Eka Buana;Sidemen;Kelurahan
Wisma Kerta;Sidemen;Kelurahan
Banjar Asem;Seririt;Kelurahan
Bestala;Seririt;Kelurahan
Bubunan;Seririt;Kelurahan
Gunungsari;Seririt;Kelurahan
Joanyar;Seririt;Kelurahan
Kalianget;Seririt;Kelurahan
Kalisada;Seririt;Kelurahan
Lokapaksa;Seririt;Kelurahan
Mayong;Seririt;Kelurahan
Munduk Bestala;Seririt;Kelurahan
Pangkungparuk;Seririt;Kelurahan
Patemoh (Patemon);Seririt;Kelurahan
Pengastulan;Seririt;Kelurahan
Rangdu;Seririt;Kelurahan
Ringdikit;Seririt;Kelurahan
Seririt;Seririt;Kelurahan
Sulanyah;Seririt;Kelurahan
Tangguwisia;Seririt;Kelurahan
Ularan;Seririt;Kelurahan
Umeanyar;Seririt;Kelurahan
Unggahan;Seririt;Kelurahan
Antap;Selemadeg;Kelurahan
Bajera;Selemadeg;Kelurahan
Bajera Utara;Selemadeg;Kelurahan
Berembeng;Selemadeg;Kelurahan
Manikyang;Selemadeg;Kelurahan
Pupuan Sawah;Selemadeg;Kelurahan
Selemadeg;Selemadeg;Kelurahan
Serampingan;Selemadeg;Kelurahan
Wanagiri;Selemadeg;Kelurahan
Wanagiri Kauh;Selemadeg;Kelurahan
Amerta Bhuana;Selat;Kelurahan
Duda;Selat;Kelurahan
Duda Timur;Selat;Kelurahan
Duda Utara;Selat;Kelurahan
Muncan;Selat;Kelurahan
Pering Sari;Selat;Kelurahan
Sebudi;Selat;Kelurahan
Selat;Selat;Kelurahan
Bebetin;Sawan;Kelurahan
Bungkulan;Sawan;Kelurahan
Galungan;Sawan;Kelurahan
Giri Emas;Sawan;Kelurahan
Jagaraga;Sawan;Kelurahan
Kerobokan;Sawan;Kelurahan
Lemukih;Sawan;Kelurahan
Menyali;Sawan;Kelurahan
Sangsit;Sawan;Kelurahan
Sawan;Sawan;Kelurahan
Sekumpul;Sawan;Kelurahan
Sinabun;Sawan;Kelurahan
Sudaji;Sawan;Kelurahan
Suwug;Sawan;Kelurahan
Bantas;Salemadeg Timur;Kelurahan
Beraban;Salemadeg Timur;Kelurahan
Dalang;Salemadeg Timur;Kelurahan
Gadung Sari;Salemadeg Timur;Kelurahan
Gadungan;Salemadeg Timur;Kelurahan
Gunung Salak;Salemadeg Timur;Kelurahan
Mambang;Salemadeg Timur;Kelurahan
Megati;Salemadeg Timur;Kelurahan
Tangguntiti;Salemadeg Timur;Kelurahan
Tegal Mengkeb;Salemadeg Timur;Kelurahan
Angkah;Salemadeg Barat;Kelurahan
Antosari;Salemadeg Barat;Kelurahan
Bengkel Sari;Salemadeg Barat;Kelurahan
Lalang Linggah;Salemadeg Barat;Kelurahan
Lumbung;Salemadeg Barat;Kelurahan
Lumbung Kauh;Salemadeg Barat;Kelurahan
Mundeh;Salemadeg Barat;Kelurahan
Mundeh Kangin;Salemadeg Barat;Kelurahan
Mundeh Kauh;Salemadeg Barat;Kelurahan
Selabih;Salemadeg Barat;Kelurahan
Tiying Gading;Salemadeg Barat;Kelurahan
Besakih;Rendang;Kelurahan
Menanga;Rendang;Kelurahan
Nongan;Rendang;Kelurahan
Pempatan;Rendang;Kelurahan
Pesaban;Rendang;Kelurahan
Rendang;Rendang;Kelurahan
Bantiran;Pupuan;Kelurahan
Batungsel;Pupuan;Kelurahan
Belatungan;Pupuan;Kelurahan
Belimbing;Pupuan;Kelurahan
Jelijih Punggang;Pupuan;Kelurahan
Karya Sari;Pupuan;Kelurahan
Kebon Padangan;Pupuan;Kelurahan
Munduk Temu;Pupuan;Kelurahan
Padangan;Pupuan;Kelurahan
Pajahan;Pupuan;Kelurahan
Pujungan;Pupuan;Kelurahan
Pupuan;Pupuan;Kelurahan
Sai;Pupuan;Kelurahan
Sanda;Pupuan;Kelurahan
Belok;Petang;Kelurahan
Carangsari;Petang;Kelurahan
Getasan;Petang;Kelurahan
Pangsan;Petang;Kelurahan
Pelaga;Petang;Kelurahan
Petang;Petang;Kelurahan
Sulangai;Petang;Kelurahan
Babahan;Penebel;Kelurahan
Biaung;Penebel;Kelurahan
Buruan;Penebel;Kelurahan
Jatiluwih;Penebel;Kelurahan
Jegu;Penebel;Kelurahan
Mengeste;Penebel;Kelurahan
Penatahan;Penebel;Kelurahan
Penebel;Penebel;Kelurahan
Pesagi;Penebel;Kelurahan
Pitra;Penebel;Kelurahan
Rejasa;Penebel;Kelurahan
Riang Gede;Penebel;Kelurahan
Sangketan;Penebel;Kelurahan
Senganan;Penebel;Kelurahan
Tajen;Penebel;Kelurahan
Tegalinggah;Penebel;Kelurahan
Tengkudak;Penebel;Kelurahan
Wongaya Gede;Penebel;Kelurahan
Asahduren;Pekutatan;Kelurahan
Gumbrih;Pekutatan;Kelurahan
Manggissari;Pekutatan;Kelurahan
Medewi;Pekutatan;Kelurahan
Pangyangan;Pekutatan;Kelurahan
Pekutatan;Pekutatan;Kelurahan
Pengeragoan (Pengragoan);Pekutatan;Kelurahan
Pulukan;Pekutatan;Kelurahan
Bresela (Beresela);Payangan;Kelurahan
Buahan;Payangan;Kelurahan
Buahan Kaja;Payangan;Kelurahan
Bukian;Payangan;Kelurahan
Kelusa;Payangan;Kelurahan
Kerta;Payangan;Kelurahan
Melinggih;Payangan;Kelurahan
Melinggih Kelod;Payangan;Kelurahan
Puhu;Payangan;Kelurahan
Batukandik;Nusapenida;Kelurahan
Batumadeg;Nusapenida;Kelurahan
Batununggul;Nusapenida;Kelurahan
Bunga Mekar;Nusapenida;Kelurahan
Jungutbatu;Nusapenida;Kelurahan
Kampung Toyapakeh;Nusapenida;Kelurahan
Klumpu;Nusapenida;Kelurahan
Kutampi;Nusapenida;Kelurahan
Kutampi Kaler;Nusapenida;Kelurahan
Lembongan;Nusapenida;Kelurahan
Ped;Nusapenida;Kelurahan
Pejukutan;Nusapenida;Kelurahan
Sakti;Nusapenida;Kelurahan
Sekartaji;Nusapenida;Kelurahan
Suana;Nusapenida;Kelurahan
Tanglad;Nusapenida;Kelurahan
Baler Bale Agung;Negara;Kelurahan
Baluk;Negara;Kelurahan
Banjar Tengah;Negara;Kelurahan
Banyubiru;Negara;Kelurahan
Berangbang;Negara;Kelurahan
Cupel;Negara;Kelurahan
Kaliakah;Negara;Kelurahan
Lelateng;Negara;Kelurahan
Loloan Barat;Negara;Kelurahan
Pengambengan;Negara;Kelurahan
Tegal Badeng Barat;Negara;Kelurahan
Tegal Badeng Timur;Negara;Kelurahan
Abianbase;Mengwi;Kelurahan
Baha;Mengwi;Kelurahan
Buduk;Mengwi;Kelurahan
Cemagi;Mengwi;Kelurahan
Gulingan;Mengwi;Kelurahan
Kapal;Mengwi;Kelurahan
Kekeran;Mengwi;Kelurahan
Kuwum;Mengwi;Kelurahan
Lukluk;Mengwi;Kelurahan
Mengwi;Mengwi;Kelurahan
Mengwitani;Mengwi;Kelurahan
Munggu;Mengwi;Kelurahan
Penarungan;Mengwi;Kelurahan
Pererenan;Mengwi;Kelurahan
Sading;Mengwi;Kelurahan
Sembung;Mengwi;Kelurahan
Sempidi;Mengwi;Kelurahan
Sobangan;Mengwi;Kelurahan
Tumbak Bayuh;Mengwi;Kelurahan
Werdi Bhuwana;Mengwi;Kelurahan
Delod Berawah;Mendoyo;Kelurahan
Mendoyo Dangin Tukad;Mendoyo;Kelurahan
Mendoyo Dauh Tukad;Mendoyo;Kelurahan
Penyaringan;Mendoyo;Kelurahan
Pergung;Mendoyo;Kelurahan
Pohsanten;Mendoyo;Kelurahan
Tegal Cangkring;Mendoyo;Kelurahan
Yeh Embang;Mendoyo;Kelurahan
Yeh Embang Kangin;Mendoyo;Kelurahan
Yeh Embang Kauh;Mendoyo;Kelurahan
Yeh Sumbul;Mendoyo;Kelurahan
Blimbingsari (Belimbingsari);Melaya;Kelurahan
Candikusuma;Melaya;Kelurahan
Ekasari;Melaya;Kelurahan
Gilimanuk;Melaya;Kelurahan
Manistutu;Melaya;Kelurahan
Melaya;Melaya;Kelurahan
Nusa Sari;Melaya;Kelurahan
Tukadaya;Melaya;Kelurahan
Tuwed;Melaya;Kelurahan
Warnasari;Melaya;Kelurahan
Baru;Marga;Kelurahan
Batannyuh;Marga;Kelurahan
Beringkit;Marga;Kelurahan
Cau Belayu;Marga;Kelurahan
Geluntung;Marga;Kelurahan
Kukuh;Marga;Kelurahan
Kuwum;Marga;Kelurahan
Marga;Marga;Kelurahan
Marga Dajan Puri;Marga;Kelurahan
Marga Dauh Puri;Marga;Kelurahan
Payangan;Marga;Kelurahan
Peken;Marga;Kelurahan
Petiga;Marga;Kelurahan
Selanbawak;Marga;Kelurahan
Tegaljadi;Marga;Kelurahan
Tua;Marga;Kelurahan
Antiga;Manggis;Kelurahan
Antiga Kelod;Manggis;Kelurahan
Gegelang;Manggis;Kelurahan
Manggis;Manggis;Kelurahan
Ngis;Manggis;Kelurahan
Nyuh Tebel;Manggis;Kelurahan
Padangbai;Manggis;Kelurahan
Pesedahan;Manggis;Kelurahan
Selumbung;Manggis;Kelurahan
Sengkidu;Manggis;Kelurahan
Tenganan;Manggis;Kelurahan
Ulakan;Manggis;Kelurahan
Canggu;Kuta Utara;Kelurahan
Dalung;Kuta Utara;Kelurahan
Kerobokan;Kuta Utara;Kelurahan
Kerobokan Kaja;Kuta Utara;Kelurahan
Kerobokan Kelod;Kuta Utara;Kelurahan
Tibubeneng;Kuta Utara;Kelurahan
Benoa;Kuta Selatan;Kelurahan
Jimbaran;Kuta Selatan;Kelurahan
Kutuh;Kuta Selatan;Kelurahan
Pecatu;Kuta Selatan;Kelurahan
Tanjung Benoa;Kuta Selatan;Kelurahan
Ungasan;Kuta Selatan;Kelurahan
Kedonganan;Kuta;Kelurahan
Kuta;Kuta;Kelurahan
Legian;Kuta;Kelurahan
Seminyak;Kuta;Kelurahan
Tuban;Kuta;Kelurahan
Bengkala;Kubutambahan;Kelurahan
Bila;Kubutambahan;Kelurahan
Bontihing;Kubutambahan;Kelurahan
Bukti;Kubutambahan;Kelurahan
Bulian;Kubutambahan;Kelurahan
Depeha;Kubutambahan;Kelurahan
Kubutambahan;Kubutambahan;Kelurahan
Mengening;Kubutambahan;Kelurahan
Pakisan;Kubutambahan;Kelurahan
Tajun;Kubutambahan;Kelurahan
Tambakan;Kubutambahan;Kelurahan
Tamblang;Kubutambahan;Kelurahan
Tunjung;Kubutambahan;Kelurahan
Ban;Kubu;Kelurahan
Batu Ringgit;Kubu;Kelurahan
Dukuh;Kubu;Kelurahan
Kubu;Kubu;Kelurahan
Sukadana;Kubu;Kelurahan
Tianyar Barat;Kubu;Kelurahan
Tianyar Tengah;Kubu;Kelurahan
Tianyar Timur;Kubu;Kelurahan
Tulamben;Kubu;Kelurahan
Akah;Klungkung;Kelurahan
Gelgel;Klungkung;Kelurahan
Jumpai;Klungkung;Kelurahan
Kamasan;Klungkung;Kelurahan
Kampung Gelgel;Klungkung;Kelurahan
Manduang;Klungkung;Kelurahan
Satra;Klungkung;Kelurahan
Selat;Klungkung;Kelurahan
Selisihan;Klungkung;Kelurahan
Semarapura Kaja;Klungkung;Kelurahan
Semarapura Kangin;Klungkung;Kelurahan
Semarapura Kauh;Klungkung;Kelurahan
Semarapura Klod Kangin;Klungkung;Kelurahan
Semarapura Klod/Kelod;Klungkung;Kelurahan
Semarapura Tengah;Klungkung;Kelurahan
Tangkas;Klungkung;Kelurahan
Tegak;Klungkung;Kelurahan
Tojan;Klungkung;Kelurahan
Abang Songan;Kintamani;Kelurahan
Abuan;Kintamani;Kelurahan
Awan;Kintamani;Kelurahan
Bantang;Kintamani;Kelurahan
Banua;Kintamani;Kelurahan
Batu Dinding;Kintamani;Kelurahan
Batukaang;Kintamani;Kelurahan
Batur Selatan;Kintamani;Kelurahan
Batur Tengah;Kintamani;Kelurahan
Batur Utara;Kintamani;Kelurahan
Bayungcerik;Kintamani;Kelurahan
Bayunggede;Kintamani;Kelurahan
Belancan;Kintamani;Kelurahan
Belandingan;Kintamani;Kelurahan
Belanga;Kintamani;Kelurahan
Belantih;Kintamani;Kelurahan
Binyan;Kintamani;Kelurahan
Bonyoh;Kintamani;Kelurahan
Buahan;Kintamani;Kelurahan
Bunutin;Kintamani;Kelurahan
Catur;Kintamani;Kelurahan
Daup;Kintamani;Kelurahan
Dausa;Kintamani;Kelurahan
Gunungbau;Kintamani;Kelurahan
Katung;Kintamani;Kelurahan
Kedisan;Kintamani;Kelurahan
Kintamani;Kintamani;Kelurahan
Kutuh;Kintamani;Kelurahan
Langgahan;Kintamani;Kelurahan
Lembean;Kintamani;Kelurahan
Mangguh;Kintamani;Kelurahan
Manikliyu;Kintamani;Kelurahan
Mengani;Kintamani;Kelurahan
Pengejaran;Kintamani;Kelurahan
Pinggan;Kintamani;Kelurahan
Satra;Kintamani;Kelurahan
Sekaan;Kintamani;Kelurahan
Sekardadi;Kintamani;Kelurahan
Selulung;Kintamani;Kelurahan
Serahi;Kintamani;Kelurahan
Siyakin;Kintamani;Kelurahan
Songan A;Kintamani;Kelurahan
Songan B;Kintamani;Kelurahan
Subaya;Kintamani;Kelurahan
Sukawana;Kintamani;Kelurahan
Suter;Kintamani;Kelurahan
Terunyan;Kintamani;Kelurahan
Ulian;Kintamani;Kelurahan
Batuaji;Kerambitan;Kelurahan
Baturiti;Kerambitan;Kelurahan
Belumbang;Kerambitan;Kelurahan
Kelating;Kerambitan;Kelurahan
Kerambitan;Kerambitan;Kelurahan
Kesiut;Kerambitan;Kelurahan
Kukuh;Kerambitan;Kelurahan
Meliling;Kerambitan;Kelurahan
Pangkung Karung;Kerambitan;Kelurahan
Penarukan;Kerambitan;Kelurahan
Samsam;Kerambitan;Kelurahan
Sembung Gede;Kerambitan;Kelurahan
Tibu Biu (Tibubiyu);Kerambitan;Kelurahan
Timpag;Kerambitan;Kelurahan
Tista;Kerambitan;Kelurahan
Abian Tuwung;Kediri;Kelurahan
Banjar Anyar;Kediri;Kelurahan
Belalang;Kediri;Kelurahan
Bengkel;Kediri;Kelurahan
Beraban;Kediri;Kelurahan
Buwit;Kediri;Kelurahan
Cepaka;Kediri;Kelurahan
Kaba-Kaba;Kediri;Kelurahan
Kediri;Kediri;Kelurahan
Nyambu;Kediri;Kelurahan
Nyitdah;Kediri;Kelurahan
Pandak Bandung;Kediri;Kelurahan
Pandak Gede;Kediri;Kelurahan
Pangkung Tibah;Kediri;Kelurahan
Pejaten;Kediri;Kelurahan
Bugbug;Karang Asem;Kelurahan
Bukit;Karang Asem;Kelurahan
Karangasem;Karang Asem;Kelurahan
Padang Kerta;Karang Asem;Kelurahan
Pertima;Karang Asem;Kelurahan
Seraya Barat;Karang Asem;Kelurahan
Seraya Tengah;Karang Asem;Kelurahan
Seraya Timur;Karang Asem;Kelurahan
Subagan;Karang Asem;Kelurahan
Tegallinggah;Karang Asem;Kelurahan
Tumbu;Karang Asem;Kelurahan
Air Kuning;Jembrana;Kelurahan
Batuagung;Jembrana;Kelurahan
Budeng;Jembrana;Kelurahan
Dangin Tukadaya;Jembrana;Kelurahan
Dauhwaru;Jembrana;Kelurahan
Loloan Timur;Jembrana;Kelurahan
Pendem;Jembrana;Kelurahan
Perancak;Jembrana;Kelurahan
Sangkaragung;Jembrana;Kelurahan
Yeh Kuning;Jembrana;Kelurahan
Abianbase;Gianyar;Kelurahan
Bakbakan;Gianyar;Kelurahan
Beng;Gianyar;Kelurahan
Bitera;Gianyar;Kelurahan
Gianyar;Gianyar;Kelurahan
Lebih;Gianyar;Kelurahan
Petak;Gianyar;Kelurahan
Petak Kaja;Gianyar;Kelurahan
Samplangan;Gianyar;Kelurahan
Serongga;Gianyar;Kelurahan
Siangan;Gianyar;Kelurahan
Sidan;Gianyar;Kelurahan
Sumita;Gianyar;Kelurahan
Suwat;Gianyar;Kelurahan
Tegal Tugu;Gianyar;Kelurahan
Temesi;Gianyar;Kelurahan
Tulikup;Gianyar;Kelurahan
Banyupoh;Gerokgak;Kelurahan
Celukan Bawang;Gerokgak;Kelurahan
Gerokgak;Gerokgak;Kelurahan
Musi;Gerokgak;Kelurahan
Patas;Gerokgak;Kelurahan
Pejarakan;Gerokgak;Kelurahan
Pemuteran;Gerokgak;Kelurahan
Pengulon;Gerokgak;Kelurahan
Penyabangan;Gerokgak;Kelurahan
Sanggalangit;Gerokgak;Kelurahan
Sumber Klampok;Gerokgak;Kelurahan
Sumberkima;Gerokgak;Kelurahan
Tinga Tinga;Gerokgak;Kelurahan
Tukad Sumaga;Gerokgak;Kelurahan
Dangin Puri Kaja;Denpasar Utara;Kelurahan
Dangin Puri Kangin;Denpasar Utara;Kelurahan
Dangin Puri Kauh;Denpasar Utara;Kelurahan
Dauh Puri Kaja;Denpasar Utara;Kelurahan
Peguyangan;Denpasar Utara;Kelurahan
Peguyangan Kaja;Denpasar Utara;Kelurahan
Peguyangan Kangin;Denpasar Utara;Kelurahan
Pemecutan Kaja;Denpasar Utara;Kelurahan
Tonja;Denpasar Utara;Kelurahan
Ubung;Denpasar Utara;Kelurahan
Ubung Kaja;Denpasar Utara;Kelurahan
Dangin Puri;Denpasar Timur;Kelurahan
Dangin Puri Klod;Denpasar Timur;Kelurahan
Kesiman;Denpasar Timur;Kelurahan
Kesiman Kertalangu;Denpasar Timur;Kelurahan
Kesiman Petilan;Denpasar Timur;Kelurahan
Penatih;Denpasar Timur;Kelurahan
Penatih Dangin Puri;Denpasar Timur;Kelurahan
Sumerta;Denpasar Timur;Kelurahan
Sumerta Kaja;Denpasar Timur;Kelurahan
Sumerta Kauh;Denpasar Timur;Kelurahan
Sumerta Kelod/Klod;Denpasar Timur;Kelurahan
Panjer;Denpasar Selatan;Kelurahan
Pedungan;Denpasar Selatan;Kelurahan
Pemogan;Denpasar Selatan;Kelurahan
Renon;Denpasar Selatan;Kelurahan
Sanur;Denpasar Selatan;Kelurahan
Sanur Kaja;Denpasar Selatan;Kelurahan
Sanur Kauh;Denpasar Selatan;Kelurahan
Serangan;Denpasar Selatan;Kelurahan
Sesetan;Denpasar Selatan;Kelurahan
Sidakarya;Denpasar Selatan;Kelurahan
Dauh Puri;Denpasar Barat;Kelurahan
Dauh Puri Kangin;Denpasar Barat;Kelurahan
Dauh Puri Kauh;Denpasar Barat;Kelurahan
Dauh Puri Klod/Kelod;Denpasar Barat;Kelurahan
Padangsambian;Denpasar Barat;Kelurahan
Padangsambian Kaja;Denpasar Barat;Kelurahan
Padangsambian Klod/Kelod;Denpasar Barat;Kelurahan
Pemecutan;Denpasar Barat;Kelurahan
Pemecutan Klod/Kelod;Denpasar Barat;Kelurahan
Tegal Harum;Denpasar Barat;Kelurahan
Tegal Kertha;Denpasar Barat;Kelurahan
Besan;Dawan;Kelurahan
Dawan Kaler;Dawan;Kelurahan
Dawan Klod;Dawan;Kelurahan
Gunaksa;Dawan;Kelurahan
Kampung Kusamba;Dawan;Kelurahan
Kusamba;Dawan;Kelurahan
Paksebali;Dawan;Kelurahan
Pesinggahan;Dawan;Kelurahan
Pikat;Dawan;Kelurahan
Sampalan Klod;Dawan;Kelurahan
Sampalan Tengah;Dawan;Kelurahan
Sulang;Dawan;Kelurahan
Bengkel;Busungbiu;Kelurahan
Bongancina;Busungbiu;Kelurahan
Busungbiu;Busungbiu;Kelurahan
Kedia (Kedis);Busungbiu;Kelurahan
Kekeran;Busungbiu;Kelurahan
Pelapuan;Busungbiu;Kelurahan
Pucaksari;Busungbiu;Kelurahan
Sepang;Busungbiu;Kelurahan
Sepang Kelod;Busungbiu;Kelurahan
Subuk;Busungbiu;Kelurahan
Telaga;Busungbiu;Kelurahan
Tinggarsari;Busungbiu;Kelurahan
Tista;Busungbiu;Kelurahan
Titab;Busungbiu;Kelurahan
Umejero;Busungbiu;Kelurahan
Alasangker;Buleleng;Kelurahan
Anturan;Buleleng;Kelurahan
Astina;Buleleng;Kelurahan
Banjar Bali;Buleleng;Kelurahan
Banjar Jawa;Buleleng;Kelurahan
Banjar Tegal;Buleleng;Kelurahan
Banyuasri;Buleleng;Kelurahan
Banyuning;Buleleng;Kelurahan
Beratan;Buleleng;Kelurahan
Bhakti Seraga (Baktiseraga);Buleleng;Kelurahan
Jinengdalem;Buleleng;Kelurahan
Kalibukbuk;Buleleng;Kelurahan
Kaliuntu;Buleleng;Kelurahan
Kampung Anyar;Buleleng;Kelurahan
Kampung Baru;Buleleng;Kelurahan
Kampung Bugis;Buleleng;Kelurahan
Kampung Kajanan;Buleleng;Kelurahan
Kampung Singaraja;Buleleng;Kelurahan
Kendran;Buleleng;Kelurahan
Liligundi;Buleleng;Kelurahan
Nagasepaha;Buleleng;Kelurahan
Paket Agung;Buleleng;Kelurahan
Pemaron;Buleleng;Kelurahan
Penarukan;Buleleng;Kelurahan
Penglatan;Buleleng;Kelurahan
Petandakan;Buleleng;Kelurahan
Poh Bergong;Buleleng;Kelurahan
Sari Mekar;Buleleng;Kelurahan
Tukadmungga;Buleleng;Kelurahan
Bedulu;Belah Batuh (Blahbatuh);Kelurahan
Belega;Belah Batuh (Blahbatuh);Kelurahan
Blahbatuh;Belah Batuh (Blahbatuh);Kelurahan
Bona;Belah Batuh (Blahbatuh);Kelurahan
Buruan;Belah Batuh (Blahbatuh);Kelurahan
Keramas;Belah Batuh (Blahbatuh);Kelurahan
Medahan;Belah Batuh (Blahbatuh);Kelurahan
Pering;Belah Batuh (Blahbatuh);Kelurahan
Saba;Belah Batuh (Blahbatuh);Kelurahan
Bebandem;Bebandem;Kelurahan
Buana Giri;Bebandem;Kelurahan
Budakeling (Bude Keling);Bebandem;Kelurahan
Bungaya (Bungaya Kauh);Bebandem;Kelurahan
Bungaya Kangin;Bebandem;Kelurahan
Jungutan;Bebandem;Kelurahan
Macang;Bebandem;Kelurahan
Sibetan;Bebandem;Kelurahan
Angseri;Baturiti;Kelurahan
Antapan;Baturiti;Kelurahan
Apuan;Baturiti;Kelurahan
Bangli;Baturiti;Kelurahan
Batunya;Baturiti;Kelurahan
Baturiti;Baturiti;Kelurahan
Candikuning;Baturiti;Kelurahan
Luwus;Baturiti;Kelurahan
Mekarsari;Baturiti;Kelurahan
Perean;Baturiti;Kelurahan
Perean Kangin;Baturiti;Kelurahan
Perean Tengah;Baturiti;Kelurahan
Aan;Banjarangkan;Kelurahan
Bakas;Banjarangkan;Kelurahan
Banjarangkan;Banjarangkan;Kelurahan
Bungbungan;Banjarangkan;Kelurahan
Getakan;Banjarangkan;Kelurahan
Negari;Banjarangkan;Kelurahan
Nyalian;Banjarangkan;Kelurahan
Nyanglan;Banjarangkan;Kelurahan
Takmung;Banjarangkan;Kelurahan
Tihingan;Banjarangkan;Kelurahan
Timuhun;Banjarangkan;Kelurahan
Tohpati;Banjarangkan;Kelurahan
Tusan;Banjarangkan;Kelurahan
Banjar;Banjar;Kelurahan
Banjar Tegeha;Banjar;Kelurahan
Banyuatis;Banjar;Kelurahan
Banyusri;Banjar;Kelurahan
Cempaga;Banjar;Kelurahan
Dencarik;Banjar;Kelurahan
Gesing;Banjar;Kelurahan
Gobleg;Banjar;Kelurahan
Kaliasem;Banjar;Kelurahan
Kayuputih;Banjar;Kelurahan
Munduk;Banjar;Kelurahan
Pedawa;Banjar;Kelurahan
Sidetapa;Banjar;Kelurahan
Tampekan;Banjar;Kelurahan
Temukus;Banjar;Kelurahan
Tigawasa;Banjar;Kelurahan
Tirtasari;Banjar;Kelurahan
Bebalang;Bangli;Kelurahan
Bunutin;Bangli;Kelurahan
Cempaga;Bangli;Kelurahan
Kawan;Bangli;Kelurahan
Kayubihi;Bangli;Kelurahan
Kubu;Bangli;Kelurahan
Landih;Bangli;Kelurahan
Pengotan;Bangli;Kelurahan
Taman Bali;Bangli;Kelurahan
Abiansemal;Abiansemal;Kelurahan
Angantaka;Abiansemal;Kelurahan
Ayunan;Abiansemal;Kelurahan
Blahkiuh;Abiansemal;Kelurahan
Bongkasa;Abiansemal;Kelurahan
Bongkasa Pertiwi;Abiansemal;Kelurahan
Darmasaba;Abiansemal;Kelurahan
Dauh Yeh Cani;Abiansemal;Kelurahan
Jagapati;Abiansemal;Kelurahan
